contribute	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
FS	O	O	O	O	O	O	O	O
phenotype	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Previous	O	O	O	O	O	O	O	O
work	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O
shown	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O
TRN	O	O	O	O	O	B-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
send	O	O	O	O	O	O	O	O
GABAergic	O	O	O	O	O	O	O	O
projections	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	B-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
TC	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
cells	O	O	O	O	O	I-Neuron	O	O
to	O	O	O	O	O	O	O	O
form	O	O	O	O	O	O	O	O
reciprocal	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
closed	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
loop	O	O	O	O	O	O	O	O
circuits	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Simulations	O	O	O	O	O	O	O	O
based	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
cell	O	O	O	O	O	B-Neuron	O	O
with	O	O	O	O	O	O	O	O
truncated	O	O	O	O	O	O	O	O
dendrites	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
Hodgkin	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
Huxley	O	O	O	O	O	O	O	O
kinetics	O	O	O	O	O	O	O	O
reproduced	O	O	O	O	O	O	O	O
these	O	O	O	O	O	O	O	O
recordings	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
relatively	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O
density	O	O	O	O	O	O	O	B-Parameter
of	O	O	O	O	O	O	O	I-Parameter
I(Ts)	O	O	O	B-IonicCurrent	O	O	O	I-Parameter
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
During	O	O	O	O	O	O	O	O
sleep	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
electroencephalogram	O	O	O	O	O	O	O	O
exhibits	O	O	O	O	O	O	O	O
synchronized	O	O	O	O	O	O	O	O
slow	O	O	O	O	O	O	O	O
waves	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O
desynchronize	O	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O
animals	O	O	O	O	O	O	O	O
awaken	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O
desynchronized	O	O	O	O	O	O	O	O
states	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
DSs	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
]	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Thalamic	O	O	O	O	O	B-Neuron	O	O
ventrobasal	O	O	O	O	O	I-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
VB	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
relay	O	O	O	O	O	I-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
receive	O	O	O	O	O	O	O	O
information	O	O	O	O	O	O	O	O
via	O	O	O	O	O	O	O	O
two	O	O	O	O	O	O	O	O
major	O	O	O	O	O	O	O	O
types	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
glutamatergic	B-Synapse	O	O	O	O	O	O	O
synapses	I-Synapse	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
medial	O	O	O	O	O	O	B-BrainRegion	O
lemniscus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	O	O
lemniscal	B-Synapse	O	O	O	O	O	O	O
synapses	I-Synapse	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
primary	O	O	O	O	O	O	B-BrainRegion	O
somatosensory	O	O	O	O	O	O	I-BrainRegion	O
cortex	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	O	O
corticothalamic	B-Synapse	O	O	O	O	O	O	O
synapses	I-Synapse	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O
slow	O	O	O	O	O	O	O	O
depolarization	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O
abolished	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
blockade	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
synaptic	O	O	O	O	O	O	O	O
transmission	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
indicating	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
direct	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
postsynaptic	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
effect	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Under	O	O	O	O	O	O	O	O
physiological	O	O	O	O	O	O	O	O
circumstances	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
high	O	O	O	O	O	O	O	O
voltage	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
activated	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
HVA	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
Ca(2+)	O	O	O	O	O	O	O	O
channels	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
determining	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	O	O	O
firing	O	O	O	O	O	O	O	O
profile	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

This	O	O	O	O	O	O	O	O
slow	O	O	O	B-IonicCurrent	O	O	O	O
current	O	O	O	I-IonicCurrent	O	O	O	O
is	O	O	O	O	O	O	O	O
thus	O	O	O	O	O	O	O	O
termed	O	O	O	O	O	O	O	O
I(Ts)	O	O	O	B-IonicCurrent	O	O	O	O
.	O	O	O	O	O	O	O	O

By	O	O	O	O	O	O	O	O
using	O	O	O	O	O	O	O	O
immunocytochemistry	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
monoclonal	O	O	O	O	O	O	O	O
antibody	O	O	O	O	O	O	O	O
against	O	O	O	O	O	O	O	O
whole	O	O	O	O	O	O	O	O
rat	O	O	O	O	B-ModelOrganism	O	O	O
choline	O	O	O	O	O	O	O	O
acetyltransferase	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
ChAT	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O
quantified	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
distribution	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
characterized	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
ultrastructural	O	O	O	O	O	O	O	O
features	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
these	O	O	O	O	O	O	O	O
nerve	O	O	O	O	O	O	O	O
terminals	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
axon	O	O	O	O	O	O	O	O
varicosities	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
dorsolateral	O	O	O	O	O	O	B-BrainRegion	O
geniculate	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
DLG	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
parafascicular	O	O	O	O	O	O	B-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
PF	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
reticular	O	O	O	O	O	O	B-BrainRegion	O
thalamic	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
Rt	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
nuclei	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	O	O
adult	O	O	O	O	O	O	O	O
rat	O	O	O	O	B-ModelOrganism	O	O	O
.	O	O	O	O	O	O	O	O

In	O	O	O	O	O	O	O	O
normal	O	O	O	O	O	O	O	O
rats	O	O	O	O	B-ModelOrganism	O	O	O
,	O	O	O	O	O	O	O	O
clusters	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
immunoreactive	O	O	O	O	O	O	O	O
cell	O	O	O	O	O	B-Neuron	O	O
bodies	O	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O
found	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
(i)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
rostral	O	O	O	O	O	O	B-BrainRegion	O
portion	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
ventral	O	O	O	O	O	O	I-BrainRegion	O
lateral	O	O	O	O	O	O	I-BrainRegion	O
geniculate	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
pars	O	O	O	O	O	O	I-BrainRegion	O
medialis	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VLGM	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
(ii)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
intergeniculate	O	O	O	O	O	O	B-BrainRegion	O
leaflet	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
IGL	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
(iii)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	B-BrainRegion	O
intermediate	O	O	O	O	O	O	I-BrainRegion	O
region	O	O	O	O	O	O	I-BrainRegion	O
between	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
VLGM	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
ventral	O	O	O	O	O	O	I-BrainRegion	O
lateral	O	O	O	O	O	O	I-BrainRegion	O
geniculate	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
pars	O	O	O	O	O	O	I-BrainRegion	O
lateralis	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VLGL	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
(iv)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
caudomedial	O	O	O	O	O	O	B-BrainRegion	O
portion	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
VLGM	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
(v)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
caudolateral	O	O	O	O	O	B-Neuron	O	O
portion	O	O	O	O	O	I-Neuron	O	O
of	O	O	O	O	O	I-Neuron	O	O
the	O	O	O	O	O	I-Neuron	O	O
VLGM	O	O	O	O	O	I-Neuron	O	O
.	O	O	O	O	O	O	O	O

However	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
accumulating	O	O	O	O	O	O	O	O
evidence	O	O	O	O	O	O	O	O
indicates	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O
gamma-aminobutyric	O	O	O	O	O	O	O	O
acid	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
GABA	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
glutamate	O	O	O	O	O	O	O	O
can	O	O	O	O	O	O	O	O
also	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
continual	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O
tonic	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
influence	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O
these	O	O	O	O	O	O	O	O
cells	O	O	O	O	O	B-Neuron	O	O
.	O	O	O	O	O	O	O	O

At	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
end	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
third	O	O	O	O	O	O	O	O
postnatal	O	O	O	O	O	O	O	O
week	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
ventroposterior	O	O	O	O	O	O	B-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VP	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
complex	O	O	O	O	O	O	I-BrainRegion	O
appeared	O	O	O	O	O	O	O	O
heavily	O	O	O	O	O	O	O	O
innervated	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
PV-positive	O	O	O	O	O	O	O	O
fibers	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
whose	O	O	O	O	O	O	O	O
density	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
more	O	O	O	O	O	O	O	O
medial	O	O	O	O	O	O	O	O
structures	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O
still	O	O	O	O	O	O	O	O
lower	O	O	O	O	O	O	O	O
than	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
adult	O	O	O	O	O	O	O	O
thalamus	O	O	O	O	O	O	B-BrainRegion	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Extensive	O	O	O	O	O	O	O	O
loss	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
neurons	O	O	O	O	O	B-Neuron	O	O
occurs	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
middle	O	O	O	O	O	O	B-BrainRegion	O
region	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
thalamic	O	O	O	O	O	O	I-BrainRegion	O
reticular	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
RT	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
in	O	O	O	O	O	O	O	O
rats	O	O	O	O	B-ModelOrganism	O	O	O
resuscitated	O	O	O	O	O	O	O	O
after	O	O	O	O	O	O	O	O
10	O	O	O	O	O	O	O	O
min	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
cardiac	O	O	O	O	O	O	O	O
arrest	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Currents	O	O	O	B-IonicCurrent	O	O	O	O
arising	O	O	O	I-IonicCurrent	O	O	O	O
from	O	O	O	I-IonicCurrent	O	O	O	O
T	O	O	O	I-IonicCurrent	O	O	O	O
-type	O	O	O	I-IonicCurrent	O	O	O	O
Ca2+	O	O	O	I-IonicCurrent	O	O	O	O
channels	O	O	O	I-IonicCurrent	O	O	O	O
in	O	O	O	O	O	O	O	O
nucleus	O	O	O	O	O	O	B-BrainRegion	O
reticularis	O	O	O	O	O	O	I-BrainRegion	O
thalami	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
nRT	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
play	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
critical	O	O	O	O	O	O	O	O
role	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
generation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
amplitude	O	O	O	O	O	O	O	O
oscillatory	O	O	O	O	O	O	O	O
bursting	O	O	O	O	O	O	O	O
involving	O	O	O	O	O	O	O	O
mutually	O	O	O	O	O	O	O	O
interconnected	O	O	O	O	O	O	O	O
cortical	O	O	O	O	O	B-Neuron	O	O
and	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	B-Neuron	O	O
neurones	O	O	O	O	O	I-Neuron	O	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O
implicated	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
state	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
arousal	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
sleep	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O
seizures	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Input	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
spinal	O	O	O	O	O	O	O	O
cord	O	O	O	O	O	O	O	O
projects	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
two	O	O	O	O	O	O	O	O
segregated	O	O	O	O	O	O	O	O
zones	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O
transitional	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
ventral	O	O	O	O	O	O	B-BrainRegion	O
lateral	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VL	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	O	O
VPL	O	O	O	O	O	O	B-BrainRegion	O
rostrally	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
posterior	O	O	O	O	O	O	B-BrainRegion	O
thalamic	O	O	O	O	O	O	I-BrainRegion	O
complex	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
PO	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	O	O
VPL	O	O	O	O	O	O	B-BrainRegion	O
caudally	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

We	O	O	O	O	O	O	O	O
obtained	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
following	O	O	O	O	O	O	O	O
main	O	O	O	O	O	O	O	O
results	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
(i)	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
tuning	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
cells	O	O	O	O	O	B-Neuron	O	O
to	O	O	O	O	O	O	O	O
ON	O	O	O	O	O	O	O	O
vs	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Excitatory	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O
inhibitory	O	O	O	O	O	O	O	O
synaptic	O	O	O	O	O	O	O	O
transmission	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O
reduced	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
lethargic	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
Cacnb4(lh)	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
tottering	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
Cacna1atg	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
mouse	O	O	O	O	O	O	O	O
thalami	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Frequency	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
current	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
f-I	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
plots	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
different	O	O	O	O	O	O	O	O
initial	O	O	O	O	O	O	O	O
levels	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
membrane	O	O	O	O	O	O	O	B-Parameter
potential	O	O	O	O	O	O	O	I-Parameter
were	O	O	O	O	O	O	O	O
obtained	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
application	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
square	O	O	O	O	O	O	O	O
current	O	O	O	O	O	O	O	O
pulses	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
long	O	O	O	O	O	O	O	O
duration	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
2s	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Title	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Forelimb	O	O	O	O	O	O	O	O
amputation	O	O	O	O	O	O	O	O
-induced	O	O	O	O	O	O	O	O
reorganization	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
ventral	O	O	O	O	O	O	B-BrainRegion	O
posterior	O	O	O	O	O	O	I-BrainRegion	O
lateral	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VPL	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
provides	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
substrate	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O
large	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
scale	O	O	O	O	O	O	O	O
cortical	O	O	O	O	O	O	O	O
reorganization	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
rat	O	O	O	O	B-ModelOrganism	O	O	O
forepaw	O	O	O	O	O	O	B-BrainRegion	O
barrel	O	O	O	O	O	O	I-BrainRegion	O
subfield	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
FBS	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Dopamine	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
DA	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
utilisation	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O
determined	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
medial	O	O	O	O	O	O	B-BrainRegion	O
bank	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	I-BrainRegion	O
the	O	O	O	O	O	O	I-BrainRegion	O
prefrontal	O	O	O	O	O	O	I-BrainRegion	O
cortex	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
FCx	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
agranular	O	O	O	O	O	O	B-BrainRegion	O
insular	O	O	O	O	O	O	I-BrainRegion	O
cortex	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
AgCx	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
rat	O	O	O	O	B-ModelOrganism	O	O	O
in	O	O	O	O	O	O	O	O
response	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
unilateral	O	O	O	O	O	O	O	O
reduction	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
gamma-aminobutyric	O	O	O	O	O	O	O	O
acid	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
GABA	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
mediated	O	O	O	O	O	O	O	O
inhibition	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	O	B-BrainRegion	O
mediodorsal	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
MD	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
.	O	O	O	O	O	O	O	O

We	O	O	O	O	O	O	O	O
constructed	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
multicompartment	O	O	O	O	O	O	O	O
11-conductance	O	O	O	O	O	O	O	O
model	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
layer	O	O	O	O	O	B-Neuron	O	O
2	O	O	O	O	O	I-Neuron	O	O
/	O	O	O	O	O	I-Neuron	O	O
3	O	O	O	O	O	I-Neuron	O	O
pyramidal	O	O	O	O	O	I-Neuron	O	O
neuron	O	O	O	O	O	I-Neuron	O	O
,	O	O	O	O	O	O	O	O
containing	O	O	O	O	O	O	O	O
apical	O	O	O	O	O	O	O	O
dendritic	O	O	O	O	O	O	O	O
calcium	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
mediated	O	O	O	O	O	O	O	O
electrogenesis	O	O	O	O	O	O	O	O
;	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
